uuid,Country,Item Type,Sales Channel,Order Priority,Order Date,Region,Ship Date
294486653,Antigua and Barbuda ,Vegetables,Offline,M,12/25/14,Central America and the Caribbean,1/27/15
529848563,Saint Lucia,Baby Food,Offline,C,9/6/10,Central America and the Caribbean,10/12/10
863167321,Poland,Vegetables,Offline,H,7/24/10,Europe,7/30/10
503866755,Croatia,Clothes,Offline,H,7/13/10,Europe,7/16/10
981683194,Monaco,Office Supplies,Offline,M,2/17/15,Europe,4/4/15
296665465,Malta,Clothes,Offline,H,1/17/11,Europe,2/28/11
569174897,Lesotho,Personal Care,Offline,H,4/20/16,Sub-Saharan Africa,5/3/16
389885318,Lithuania,Fruits,Online,M,12/3/15,Europe,12/23/15
669783055,Kyrgyzstan,Meat,Online,L,2/21/11,Asia,3/30/11
590166938,Fiji,Office Supplies,Online,L,8/11/15,Australia and Oceania,9/2/15
752648293,Laos,Personal Care,Offline,M,10/4/13,Asia,10/7/13
929150950,Australia,Snacks,Online,C,1/6/10,Australia and Oceania,2/17/10
511911237,Rwanda,Snacks,Online,L,6/11/17,Sub-Saharan Africa,6/25/17
763477981,Barbados,Cosmetics,Online,M,2/4/16,Central America and the Caribbean,3/11/16
766712510,Central African Republic,Fruits,Online,L,5/16/17,Sub-Saharan Africa,6/19/17
574788653,Albania,Household,Offline,L,10/27/14,Europe,11/20/14
761192739,Israel,Personal Care,Offline,M,8/14/10,Middle East and North Africa,9/20/10
169723594,Djibouti,Vegetables,Offline,M,10/16/11,Sub-Saharan Africa,11/25/11
864492547,Philippines,Cereal,Online,H,4/15/11,Asia,4/28/11
479923427,Seychelles ,Beverages,Online,L,6/25/14,Sub-Saharan Africa,7/21/14
770752561,Slovakia,Beverages,Online,L,8/31/12,Europe,9/12/12
862028777,Nigeria,Cereal,Online,L,2/16/17,Sub-Saharan Africa,3/30/17
399113404,Angola,Cereal,Online,C,7/4/17,Sub-Saharan Africa,8/22/17
897680270,Nepal,Beverages,Online,H,11/10/15,Asia,11/15/15
793715703,Bahrain,Cosmetics,Online,C,4/23/15,Middle East and North Africa,6/10/15
393518531,Belgium,Personal Care,Online,M,4/5/16,Europe,5/25/16
523700082,Malawi,Personal Care,Online,C,8/10/12,Sub-Saharan Africa,9/27/12
281184184,Ireland,Snacks,Offline,C,9/2/10,Europe,9/21/10
183207166,Honduras,Meat,Online,L,4/6/10,Central America and the Caribbean,4/6/10
817317855,Switzerland,Cereal,Online,M,1/16/16,Europe,2/6/16
591377580,Australia,Clothes,Online,H,1/9/11,Australia and Oceania,1/28/11
683560168,Tajikistan,Snacks,Online,C,5/9/13,Asia,6/3/13
992351949,Turkey,Cereal,Online,M,12/17/11,Middle East and North Africa,1/16/12
586551749,Sudan,Snacks,Offline,C,10/8/15,Sub-Saharan Africa,10/22/15
855270898,Moldova ,Beverages,Online,L,1/16/12,Europe,2/6/12
557933223,Democratic Republic of the Congo,Cosmetics,Offline,L,8/16/15,Sub-Saharan Africa,9/17/15
774275052,Serbia,Fruits,Online,C,2/15/12,Europe,3/29/12
854345214,Mauritius ,Cereal,Offline,C,9/22/14,Sub-Saharan Africa,10/29/14
668505036,Cote d'Ivoire,Cereal,Online,L,12/16/14,Sub-Saharan Africa,12/26/14
157428348,El Salvador,Baby Food,Online,L,10/8/16,Central America and the Caribbean,11/25/16
682101476,Comoros,Cosmetics,Online,H,1/15/10,Sub-Saharan Africa,3/4/10
973823249,Djibouti,Baby Food,Offline,M,3/16/12,Sub-Saharan Africa,5/2/12
284204995,Qatar,Household,Online,C,6/26/11,Middle East and North Africa,8/10/11
635170543,Afghanistan,Household,Online,H,2/2/16,Middle East and North Africa,3/2/16
968956220,Estonia,Baby Food,Offline,M,7/28/12,Europe,7/29/12
298110854,China,Clothes,Offline,M,1/27/15,Asia,1/28/15
855495774,Denmark,Snacks,Offline,M,1/23/16,Europe,2/24/16
444284808,Kenya,Vegetables,Offline,M,11/10/12,Sub-Saharan Africa,12/14/12
987964284,Guinea,Baby Food,Offline,M,6/10/11,Sub-Saharan Africa,6/22/11
880333030,Philippines,Personal Care,Online,C,1/16/15,Asia,1/25/15
835502374,Norway,Clothes,Offline,M,10/29/12,Europe,11/29/12
737896144,Uganda,Fruits,Offline,C,12/15/13,Sub-Saharan Africa,1/5/14
992250669,Malta,Office Supplies,Online,M,7/3/13,Europe,8/11/13
273614776,Hungary,Snacks,Offline,C,5/28/11,Europe,6/25/11
477349793,Tonga,Clothes,Online,H,3/22/16,Australia and Oceania,5/10/16
869129550,Australia,Personal Care,Offline,H,2/1/11,Australia and Oceania,3/22/11
334940373,Cape Verde,Office Supplies,Online,M,6/25/10,Sub-Saharan Africa,8/1/10
531081092,Saudi Arabia,Personal Care,Offline,L,1/9/11,Middle East and North Africa,1/23/11
934163033,France,Beverages,Online,H,5/23/10,Europe,7/5/10
191110026,Saudi Arabia,Personal Care,Offline,C,2/14/11,Middle East and North Africa,3/8/11
169158399,Tuvalu,Fruits,Offline,M,10/22/16,Australia and Oceania,11/7/16
105856978,Singapore,Cereal,Offline,C,3/9/13,Asia,4/6/13
659067094,Kiribati,Meat,Online,L,5/4/17,Australia and Oceania,5/25/17
756962573,United Arab Emirates,Office Supplies,Online,L,5/6/13,Middle East and North Africa,5/7/13
748029744,Cote d'Ivoire,Cosmetics,Online,M,8/18/16,Sub-Saharan Africa,9/21/16
151067435,Italy,Personal Care,Online,C,3/9/17,Europe,4/3/17
805186975,Bahrain,Clothes,Offline,L,8/22/13,Middle East and North Africa,10/4/13
119812190,Latvia,Vegetables,Offline,L,1/18/17,Europe,3/3/17
524679410,Belgium,Vegetables,Online,L,10/22/16,Europe,12/9/16
919837462,San Marino,Fruits,Online,M,9/27/14,Europe,10/11/14
725647675,Monaco,Beverages,Online,M,9/24/13,Europe,10/8/13
332783877,South Korea,Personal Care,Online,L,12/14/13,Asia,12/20/13
652232396,Tajikistan,Baby Food,Online,C,8/19/16,Asia,9/4/16
865292060,Malawi,Vegetables,Online,C,9/15/12,Sub-Saharan Africa,9/18/12
673574197,Algeria,Cosmetics,Online,L,11/25/16,Middle East and North Africa,1/7/17
749002635,Saint Kitts and Nevis ,Vegetables,Offline,M,12/1/10,Central America and the Caribbean,1/19/11
483813703,Dominican Republic,Office Supplies,Online,H,5/24/15,Central America and the Caribbean,7/9/15
240556228,Ethiopia,Cereal,Online,H,5/20/10,Sub-Saharan Africa,7/9/10
902091538,Djibouti,Clothes,Offline,L,11/12/14,Sub-Saharan Africa,12/20/14
721593463,Antigua and Barbuda ,Snacks,Offline,L,10/21/14,Central America and the Caribbean,11/16/14
272548329,Thailand,Clothes,Online,L,5/19/12,Asia,7/3/12
198754966,Djibouti,Household,Offline,H,8/17/14,Sub-Saharan Africa,8/28/14
764324700,Belize,Snacks,Offline,H,6/27/14,Central America and the Caribbean,7/3/14
503681361,Libya,Vegetables,Offline,C,5/2/17,Middle East and North Africa,6/20/17
271561276,Tajikistan,Cosmetics,Offline,M,6/18/14,Asia,7/10/14
993013274,Azerbaijan,Vegetables,Online,C,2/26/17,Middle East and North Africa,4/14/17
513398683,Maldives,Household,Online,M,1/21/15,Asia,1/26/15
348391330,Bhutan,Baby Food,Online,H,3/22/10,Asia,4/14/10
733977544,Tonga,Baby Food,Offline,M,5/6/13,Australia and Oceania,6/9/13
176456153,Monaco,Vegetables,Online,M,4/6/17,Europe,4/18/17
402438485,Trinidad and Tobago,Meat,Offline,M,11/13/15,Central America and the Caribbean,12/28/15
508848369,Germany,Cereal,Offline,H,6/23/15,Europe,6/30/15
112922132,Turkmenistan,Vegetables,Offline,L,11/26/15,Asia,1/4/16
702208602,Palau,Snacks,Offline,C,3/27/14,Australia and Oceania,4/12/14
684569108,Democratic Republic of the Congo,Meat,Offline,M,3/15/16,Sub-Saharan Africa,4/15/16
338177478,Benin,Clothes,Online,C,3/29/17,Sub-Saharan Africa,4/7/17
461520040,Palau,Personal Care,Offline,C,11/4/13,Australia and Oceania,12/20/13
123395621,Afghanistan,Baby Food,Online,M,12/8/14,Middle East and North Africa,12/26/14
712915551,Benin,Beverages,Offline,C,5/12/15,Sub-Saharan Africa,6/2/15
989503657,Estonia,Vegetables,Online,L,10/22/14,Europe,11/28/14
232896268,Sudan,Clothes,Offline,C,1/14/14,Sub-Saharan Africa,1/24/14
493142211,Lithuania,Cosmetics,Offline,C,1/31/11,Europe,2/24/11
740602815,Zambia,Baby Food,Offline,M,8/16/12,Sub-Saharan Africa,9/10/12
915951907,Kenya,Beverages,Offline,M,1/14/15,Sub-Saharan Africa,3/3/15
580175817,Belgium,Fruits,Offline,C,10/8/15,Europe,11/18/15
264573371,Turkmenistan,Meat,Online,H,2/11/17,Asia,3/25/17
120755898,Sao Tome and Principe,Beverages,Offline,L,11/11/14,Sub-Saharan Africa,12/30/14
370647227,Latvia,Clothes,Offline,H,3/23/17,Europe,5/12/17
856483685,Haiti,Cosmetics,Online,M,10/5/10,Central America and the Caribbean,11/21/10
590814101,Eritrea,Fruits,Online,L,3/3/17,Sub-Saharan Africa,4/1/17
906499803,Tanzania,Beverages,Online,C,10/14/13,Sub-Saharan Africa,10/14/13
506714618,El Salvador,Cosmetics,Offline,H,1/29/13,Central America and the Caribbean,1/29/13
414944875,Somalia,Clothes,Online,M,6/11/13,Middle East and North Africa,7/16/13
824989402,Panama,Personal Care,Online,H,7/18/10,Central America and the Caribbean,9/2/10
650959527,Poland,Cosmetics,Offline,H,4/6/16,Europe,5/14/16
677279078,Kenya,Fruits,Offline,C,1/16/17,Sub-Saharan Africa,1/24/17
408684384,Dominica,Fruits,Online,L,7/15/15,Central America and the Caribbean,7/27/15
320224273,Oman,Household,Offline,L,9/1/11,Middle East and North Africa,10/18/11
507260072,Fiji,Beverages,Offline,H,1/4/14,Australia and Oceania,1/24/14
235465610,Greece,Fruits,Offline,C,4/5/13,Europe,5/5/13
190827214,Kazakhstan,Snacks,Online,L,4/30/16,Asia,6/7/16
229643714,Togo,Beverages,Offline,H,4/6/12,Sub-Saharan Africa,5/18/12
728526437,Djibouti,Office Supplies,Offline,M,11/20/13,Sub-Saharan Africa,11/23/13
334399211,Ethiopia,Office Supplies,Online,C,2/29/16,Sub-Saharan Africa,3/25/16
914498364,Japan,Clothes,Online,C,2/11/15,Asia,3/2/15
806372725,Myanmar,Vegetables,Offline,C,8/13/11,Asia,9/20/11
667883622,Yemen,Snacks,Online,M,3/9/15,Middle East and North Africa,4/25/15
327204883,Estonia,Baby Food,Online,H,6/20/17,Europe,8/9/17
132822835,Palau,Fruits,Offline,C,3/6/11,Australia and Oceania,3/19/11
503536307,Israel,Vegetables,Online,C,8/4/16,Middle East and North Africa,9/16/16
578456628,Fiji,Office Supplies,Offline,L,3/13/17,Australia and Oceania,3/20/17
467007625,Mexico,Cereal,Online,M,6/20/16,North America,7/2/16
798925626,Qatar,Meat,Offline,M,5/21/11,Middle East and North Africa,6/19/11
474259459,El Salvador,Beverages,Offline,H,5/3/11,Central America and the Caribbean,5/18/11
713370454,Afghanistan,Office Supplies,Offline,C,8/21/11,Middle East and North Africa,10/3/11
106932437,Guinea,Cereal,Offline,H,6/15/12,Sub-Saharan Africa,7/6/12
465931737,Somalia,Clothes,Online,M,1/10/15,Middle East and North Africa,2/2/15
971667182,Djibouti,Meat,Offline,M,4/12/10,Sub-Saharan Africa,4/24/10
425750100,Bulgaria,Baby Food,Offline,H,12/9/12,Europe,12/19/12
400104320,Macedonia,Baby Food,Offline,C,4/15/12,Europe,5/18/12
286966168,Liechtenstein,Cosmetics,Online,H,10/25/13,Europe,10/30/13
448884475,Vanuatu,Cosmetics,Online,H,9/19/12,Australia and Oceania,10/31/12
868720567,Mozambique,Vegetables,Offline,L,10/29/12,Sub-Saharan Africa,11/18/12
699648272,Togo,Fruits,Offline,H,4/6/15,Sub-Saharan Africa,4/12/15
515153920,Thailand,Cereal,Online,M,8/15/14,Asia,9/15/14
959036338,Madagascar,Fruits,Offline,C,5/13/10,Sub-Saharan Africa,5/24/10
495406854,Singapore,Clothes,Offline,M,8/2/10,Asia,8/29/10
358689296,Jamaica,Beverages,Online,L,1/31/13,Central America and the Caribbean,3/22/13
503619992,Mauritania,Personal Care,Online,M,9/23/16,Sub-Saharan Africa,10/2/16
955247771,Mexico,Snacks,Offline,H,1/31/10,North America,3/1/10
458933961,Antigua and Barbuda ,Office Supplies,Offline,M,1/29/13,Central America and the Caribbean,3/12/13
530352389,Tonga,Fruits,Online,M,8/18/12,Australia and Oceania,9/6/12
505489385,South Africa,Baby Food,Offline,H,11/10/11,Sub-Saharan Africa,12/29/11
690643775,Panama,Fruits,Online,C,3/2/11,Central America and the Caribbean,3/4/11
112426888,Costa Rica,Personal Care,Online,M,1/10/12,Central America and the Caribbean,1/29/12
567762553,Liechtenstein,Personal Care,Online,L,3/7/13,Europe,3/31/13
773887097,Comoros,Office Supplies,Online,L,6/11/14,Sub-Saharan Africa,6/16/14
418349349,San Marino,Household,Online,C,11/25/12,Europe,1/5/13
609010636,Cuba,Office Supplies,Online,C,4/15/14,Central America and the Caribbean,5/5/14
724044787,Andorra,Beverages,Offline,H,1/11/14,Europe,2/2/14
661938130,Djibouti,Fruits,Offline,C,3/14/16,Sub-Saharan Africa,4/22/16
391489493,Serbia,Vegetables,Online,H,7/31/14,Europe,9/19/14
401810204,Papua New Guinea,Cosmetics,Online,L,7/31/11,Australia and Oceania,9/19/11
352324092,Brunei,Household,Online,H,6/19/14,Asia,7/9/14
422767484,Finland,Meat,Offline,H,6/3/16,Europe,6/7/16
863189208,North Korea,Meat,Offline,H,6/28/15,Asia,8/6/15
643950593,Afghanistan,Cereal,Offline,L,10/7/10,Middle East and North Africa,10/24/10
605725467,China,Baby Food,Online,L,10/11/13,Asia,11/6/13
309500157,Federated States of Micronesia,Meat,Offline,H,5/26/14,Australia and Oceania,6/8/14
286573493,El Salvador,Fruits,Offline,M,12/3/14,Central America and the Caribbean,12/17/14
688556802,Canada,Vegetables,Offline,C,2/20/11,North America,3/22/11
837373912,Chad,Cereal,Online,L,4/6/11,Sub-Saharan Africa,5/25/11
575261151,New Zealand,Meat,Online,C,12/28/16,Australia and Oceania,1/17/17
714767348,United Kingdom,Beverages,Online,M,3/2/12,Europe,4/6/12
788753831,United Kingdom,Cereal,Offline,C,12/27/11,Europe,2/12/12
400394427,Russia,Cereal,Offline,H,10/9/13,Europe,11/23/13
573175466,Guinea-Bissau,Household,Online,L,12/1/15,Sub-Saharan Africa,1/5/16
600895774,Qatar,Household,Online,L,2/2/14,Middle East and North Africa,2/11/14
297666680,United Kingdom,Household,Online,H,8/7/12,Europe,8/31/12
447912013,Cote d'Ivoire,Office Supplies,Online,H,1/12/13,Sub-Saharan Africa,2/4/13
556368100,Mali,Fruits,Online,M,6/20/10,Sub-Saharan Africa,7/4/10
198083770,Turkmenistan,Clothes,Offline,L,5/28/12,Asia,7/11/12
368420350,Kiribati,Fruits,Online,L,4/8/12,Australia and Oceania,4/28/12
333051669,South Africa,Cereal,Online,C,11/27/15,Sub-Saharan Africa,1/7/16
777964055,Portugal,Office Supplies,Online,H,1/28/15,Europe,2/13/15
659456336,Nicaragua,Office Supplies,Online,H,12/22/13,Central America and the Caribbean,2/7/14
354139840,Iraq,Cereal,Offline,C,4/13/10,Middle East and North Africa,5/26/10
308938395,Czech Republic,Meat,Online,H,2/7/14,Europe,2/12/14
591088330,Afghanistan,Office Supplies,Online,C,11/21/13,Middle East and North Africa,1/10/14
438138473,Turkmenistan,Snacks,Online,M,7/9/10,Asia,8/4/10
507950150,Trinidad and Tobago,Vegetables,Online,L,7/3/13,Central America and the Caribbean,8/22/13
628697192,Serbia,Clothes,Online,C,6/29/14,Europe,7/25/14
248865926,United Arab Emirates,Meat,Online,M,10/8/13,Middle East and North Africa,10/28/13
687255179,Kazakhstan,Fruits,Online,M,6/21/16,Asia,7/30/16
182976281,Ghana,Fruits,Offline,C,8/26/13,Sub-Saharan Africa,10/15/13
645453059,Gabon,Cereal,Online,L,5/13/16,Sub-Saharan Africa,5/22/16
904421842,Oman,Snacks,Offline,M,1/3/14,Middle East and North Africa,2/10/14
759931457,Guinea-Bissau,Snacks,Online,C,12/23/15,Sub-Saharan Africa,2/5/16
532343232,Australia,Cereal,Offline,L,1/5/10,Australia and Oceania,2/24/10
612330996,Mexico,Clothes,Offline,C,6/8/11,North America,6/21/11
110881078,Malta,Household,Offline,H,11/21/13,Europe,11/30/13
909292304,Cote d'Ivoire,Snacks,Offline,M,11/24/15,Sub-Saharan Africa,1/12/16
909176003,United Kingdom,Beverages,Offline,H,1/10/17,Europe,1/16/17
782456004,Turkey,Beverages,Online,C,2/19/14,Middle East and North Africa,4/6/14
821368634,Andorra,Cosmetics,Online,H,9/17/12,Europe,10/30/12
488462722,Bulgaria,Office Supplies,Online,M,7/11/15,Europe,7/22/15
666599595,Solomon Islands,Cosmetics,Offline,H,4/7/11,Australia and Oceania,5/7/11
508953082,Bulgaria,Snacks,Online,C,3/10/16,Europe,3/25/16
589009511,Jordan,Personal Care,Offline,M,5/1/17,Middle East and North Africa,6/16/17
650567710,East Timor,Beverages,Offline,H,2/23/14,Australia and Oceania,4/3/14
957739007,Chad,Beverages,Offline,C,9/25/14,Sub-Saharan Africa,10/22/14
944947230,Nepal,Household,Offline,L,11/19/16,Asia,12/17/16
566928708,Belize,Cosmetics,Offline,L,11/24/11,Central America and the Caribbean,12/20/11
748732268,Tonga,Meat,Offline,C,1/22/11,Australia and Oceania,3/3/11
235719239,Nepal,Office Supplies,Online,M,7/30/11,Asia,8/4/11
543563449,India,Clothes,Offline,H,7/6/15,Asia,8/19/15
108251225,Mauritius ,Cosmetics,Online,M,11/4/10,Sub-Saharan Africa,12/16/10
136081397,Tanzania,Office Supplies,Offline,M,2/11/13,Sub-Saharan Africa,3/5/13
553665292,Antigua and Barbuda ,Beverages,Online,L,3/25/16,Central America and the Caribbean,4/17/16
457926738,Switzerland,Fruits,Online,M,5/11/11,Europe,5/30/11
366102063,France,Household,Offline,H,6/16/13,Europe,8/5/13
865740096,South Korea,Clothes,Offline,C,1/16/12,Asia,2/28/12
364702165,Spain,Personal Care,Offline,L,11/3/12,Europe,12/10/12
941162097,Federated States of Micronesia,Vegetables,Offline,L,4/16/11,Australia and Oceania,4/28/11
693606221,The Bahamas,Cereal,Online,M,6/17/11,Central America and the Caribbean,6/26/11
490833365,South Sudan,Beverages,Offline,M,9/11/14,Sub-Saharan Africa,9/20/14
821954858,Denmark,Household,Offline,M,11/4/15,Europe,11/10/15
446394526,Gabon,Fruits,Online,C,8/6/14,Sub-Saharan Africa,9/6/14
443888700,Seychelles ,Office Supplies,Offline,L,9/17/11,Sub-Saharan Africa,10/15/11
164486205,Ghana,Beverages,Online,L,10/17/12,Sub-Saharan Africa,11/18/12
378548371,Poland,Vegetables,Offline,H,12/14/16,Europe,1/21/17
126749026,Czech Republic,Fruits,Offline,H,12/28/12,Europe,1/29/13
770074498,Angola,Baby Food,Online,L,7/2/13,Sub-Saharan Africa,7/14/13
139823615,Thailand,Cosmetics,Online,C,3/16/13,Asia,3/31/13
187607705,Andorra,Beverages,Offline,L,6/19/15,Europe,7/30/15
235350596,Maldives,Meat,Offline,H,5/5/13,Asia,5/30/13
125288617,Greece,Cereal,Online,L,2/15/16,Europe,3/8/16
669970595,Greece,Snacks,Offline,H,3/19/15,Europe,4/7/15
502257859,Libya,Meat,Online,C,8/30/10,Middle East and North Africa,9/20/10
125324237,Lithuania,Fruits,Online,M,12/9/14,Europe,12/26/14
562656056,Hungary,Snacks,Online,M,4/17/11,Europe,4/30/11
208052146,Swaziland,Baby Food,Online,L,7/16/10,Sub-Saharan Africa,7/17/10
675623834,Saint Vincent and the Grenadines,Office Supplies,Offline,M,12/25/16,Central America and the Caribbean,1/31/17
949794948,Djibouti,Clothes,Online,L,1/25/17,Sub-Saharan Africa,2/10/17
535301816,Nepal,Office Supplies,Offline,M,6/11/13,Asia,7/26/13
807193267,Singapore,Cereal,Offline,H,8/13/13,Asia,8/31/13
960830628,Brunei,Snacks,Offline,L,1/1/11,Asia,2/18/11
261887729,Netherlands,Cosmetics,Online,H,6/14/11,Europe,7/13/11
296350896,Marshall Islands,Cosmetics,Offline,C,4/19/14,Australia and Oceania,5/12/14
920518958,Malta,Cosmetics,Offline,L,2/29/16,Europe,3/29/16
711003243,Cape Verde,Baby Food,Online,C,9/22/14,Sub-Saharan Africa,10/1/14
114727580,Palau,Clothes,Online,L,7/8/12,Australia and Oceania,7/22/12
998928296,Croatia,Fruits,Offline,C,2/20/13,Europe,2/27/13
801154220,Somalia,Meat,Online,H,6/20/17,Middle East and North Africa,8/1/17
179266679,Sri Lanka,Cereal,Online,H,4/18/12,Asia,5/19/12
761439502,Burundi,Household,Online,H,12/28/11,Sub-Saharan Africa,1/27/12
196159017,Jamaica,Beverages,Offline,M,11/1/16,Central America and the Caribbean,11/6/16
702224051,Papua New Guinea,Vegetables,Offline,H,10/28/16,Australia and Oceania,11/10/16
518745934,Angola,Fruits,Offline,M,7/31/10,Sub-Saharan Africa,8/20/10
655148494,China,Fruits,Offline,C,9/24/16,Asia,10/28/16
841168057,Albania,Vegetables,Online,L,2/7/17,Europe,3/4/17
876853454,Cambodia,Beverages,Online,H,7/8/13,Asia,7/9/13
182566010,The Gambia,Beverages,Offline,C,6/9/16,Sub-Saharan Africa,7/13/16
948979556,Ireland,Personal Care,Online,H,11/19/10,Europe,12/23/10
487080419,Benin,Clothes,Online,M,3/25/13,Sub-Saharan Africa,4/17/13
678167426,Lesotho,Vegetables,Online,M,6/1/14,Sub-Saharan Africa,6/15/14
323851907,Malawi,Cereal,Online,M,1/6/14,Sub-Saharan Africa,2/6/14
996057689,Bahrain,Beverages,Offline,M,6/15/16,Middle East and North Africa,7/22/16
287021100,Morocco,Vegetables,Offline,L,1/30/12,Middle East and North Africa,2/7/12
359290969,Burundi,Beverages,Offline,C,3/27/11,Sub-Saharan Africa,4/5/11
295728623,Lebanon,Cosmetics,Online,H,3/5/10,Middle East and North Africa,3/23/10
149507892,Guinea-Bissau,Personal Care,Offline,C,1/7/10,Sub-Saharan Africa,1/8/10
494115102,Croatia,Vegetables,Online,L,12/11/12,Europe,1/18/13
173349082,Taiwan,Snacks,Offline,C,10/31/10,Asia,12/16/10
351321160,Greece,Fruits,Offline,C,10/12/11,Europe,10/16/11
462455165,Nicaragua,Household,Offline,L,8/1/13,Central America and the Caribbean,9/5/13
461487424,Italy,Baby Food,Online,M,2/10/15,Europe,3/2/15
